Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore
male,group B,high school,standard,completed,single,never,no,5.0,private,5 - 10,64,69,65
female,group D,some high school,standard,none,married,sometimes,no,1.0,private,5 - 10,53,60,56
female,group A,some college,standard,none,single,sometimes,no,1.0,school_bus,< 5,59,66,62
female,group A,associate's degree,free/reduced,none,married,sometimes,no,3.0,school_bus,> 10,48,48,54
male,group D,unknown,standard,completed,single,sometimes,no,5.0,school_bus,unknown,85,85,81
female,group C,some college,free/reduced,completed,married,sometimes,no,3.0,private,5 - 10,40,62,62
female,unknown,master's degree,free/reduced,none,married,never,no,1.0,private,5 - 10,49,70,64
female,group C,some college,standard,none,married,sometimes,no,1.0,private,< 5,62,77,73
male,group D,bachelor's degree,standard,none,married,sometimes,no,1.0,private,> 10,100,87,94
male,group B,some high school,standard,completed,married,sometimes,no,1.0,private,< 5,67,75,77
female,group C,some college,standard,none,married,never,no,3.0,private,5 - 10,69,80,77
male,group D,associate's degree,standard,none,married,regularly,no,1.0,school_bus,< 5,99,86,86
female,group B,high school,standard,none,married,never,no,2.0,private,< 5,69,74,68
female,unknown,some college,free/reduced,none,married,regularly,no,1.0,private,> 10,42,42,46
female,group B,high school,standard,none,married,regularly,no,2.0,school_bus,5 - 10,87,93,87
female,group B,bachelor's degree,standard,completed,married,sometimes,no,1.0,unknown,unknown,71,75,80
male,group D,high school,standard,none,divorced,regularly,no,3.0,school_bus,5 - 10,92,88,88
female,group C,master's degree,standard,none,married,never,no,1.0,school_bus,5 - 10,63,78,74
female,group B,associate's degree,free/reduced,none,married,regularly,no,1.0,unknown,5 - 10,48,62,52
male,group C,associate's degree,standard,completed,married,sometimes,no,1.0,school_bus,5 - 10,71,63,72
female,group D,high school,free/reduced,none,married,sometimes,no,2.0,school_bus,< 5,67,77,78
male,group E,some high school,standard,none,married,sometimes,no,1.0,school_bus,5 - 10,73,75,61
female,group D,some high school,free/reduced,none,married,sometimes,no,5.0,school_bus,5 - 10,51,65,64
male,group B,associate's degree,standard,none,married,regularly,no,1.0,school_bus,> 10,62,63,61
male,group A,associate's degree,standard,none,married,sometimes,no,1.0,school_bus,< 5,64,59,62
male,unknown,high school,free/reduced,none,married,regularly,no,2.0,school_bus,> 10,64,83,81
female,group A,bachelor's degree,standard,completed,married,sometimes,no,1.0,private,unknown,83,85,90
female,unknown,some high school,standard,none,unknown,never,no,1.0,private,5 - 10,62,84,87
female,group D,some college,free/reduced,none,married,sometimes,no,3.0,private,< 5,52,69,69
female,group A,bachelor's degree,standard,completed,married,regularly,no,4.0,private,5 - 10,65,69,78
female,group C,some college,standard,completed,married,sometimes,no,3.0,school_bus,< 5,67,82,88
male,group C,associate's degree,free/reduced,none,married,regularly,no,1.0,private,5 - 10,75,60,62
female,group C,associate's degree,standard,none,divorced,regularly,no,2.0,school_bus,5 - 10,67,78,79
male,group B,some college,free/reduced,none,divorced,regularly,no,3.0,private,< 5,42,39,39
male,group D,high school,standard,none,married,never,no,3.0,unknown,5 - 10,84,88,78
male,group D,associate's degree,free/reduced,completed,married,sometimes,no,3.0,school_bus,5 - 10,50,53,52
male,group C,high school,standard,none,divorced,sometimes,no,1.0,school_bus,< 5,68,70,63
female,group E,bachelor's degree,standard,none,single,regularly,no,2.0,school_bus,5 - 10,43,57,63
female,unknown,associate's degree,standard,none,single,sometimes,no,1.0,school_bus,5 - 10,61,73,66
female,group D,some high school,free/reduced,none,married,never,no,2.0,school_bus,> 10,25,32,32
male,group C,some college,standard,none,single,never,no,3.0,private,> 10,69,66,65
male,group B,bachelor's degree,standard,none,married,sometimes,no,4.0,private,> 10,90,87,84
male,group D,some high school,standard,none,married,never,no,3.0,unknown,< 5,59,47,47
male,group C,some college,standard,none,divorced,sometimes,no,1.0,school_bus,5 - 10,67,71,58
male,group B,some college,free/reduced,completed,married,never,no,3.0,school_bus,5 - 10,70,69,77
female,group C,some college,standard,none,single,sometimes,no,1.0,private,5 - 10,60,68,67
female,group B,associate's degree,standard,completed,married,regularly,no,1.0,unknown,5 - 10,66,73,67
male,group E,some high school,standard,none,single,never,no,5.0,private,5 - 10,80,69,66
male,group C,some college,free/reduced,completed,married,regularly,no,3.0,private,> 10,58,61,64
male,group C,associate's degree,free/reduced,completed,married,sometimes,no,1.0,school_bus,5 - 10,63,70,70
female,group C,high school,standard,none,married,never,no,2.0,school_bus,5 - 10,59,66,67
male,group D,high school,free/reduced,none,married,regularly,no,5.0,school_bus,5 - 10,64,72,62
male,group B,some college,standard,completed,divorced,sometimes,no,5.0,school_bus,< 5,78,83,80
female,group B,associate's degree,free/reduced,completed,married,sometimes,no,3.0,school_bus,5 - 10,77,91,88
male,group A,some college,standard,none,married,sometimes,no,1.0,school_bus,< 5,63,57,58
female,group D,high school,free/reduced,completed,divorced,regularly,no,4.0,school_bus,< 5,60,81,78
female,group D,associate's degree,standard,none,widowed,regularly,no,4.0,school_bus,5 - 10,58,64,62
male,group B,high school,free/reduced,none,married,sometimes,no,2.0,private,< 5,61,56,51
female,group E,associate's degree,standard,completed,single,regularly,no,1.0,school_bus,5 - 10,96,95,99
male,group C,master's degree,standard,completed,unknown,regularly,no,1.0,private,< 5,80,67,70
female,group D,bachelor's degree,standard,none,single,sometimes,no,2.0,unknown,> 10,57,73,68
female,group E,high school,standard,none,single,regularly,no,4.0,private,5 - 10,100,96,95
female,group A,high school,standard,completed,single,regularly,no,0.0,school_bus,unknown,59,78,72
male,group C,some high school,standard,none,widowed,sometimes,no,0.0,private,5 - 10,71,60,63
female,group E,master's degree,free/reduced,none,married,regularly,no,1.0,private,5 - 10,91,99,100
male,group C,high school,standard,completed,married,sometimes,no,1.0,school_bus,5 - 10,62,63,63
male,group E,master's degree,free/reduced,none,unknown,regularly,no,2.0,school_bus,5 - 10,73,73,77
male,group D,associate's degree,standard,none,married,sometimes,no,5.0,school_bus,5 - 10,92,81,79
male,unknown,associate's degree,standard,none,married,regularly,no,3.0,private,5 - 10,82,61,64
male,group D,some high school,standard,none,married,sometimes,no,3.0,private,5 - 10,74,62,63
female,group B,some college,free/reduced,completed,married,never,no,1.0,school_bus,5 - 10,39,54,59
female,group C,master's degree,free/reduced,none,married,sometimes,no,1.0,school_bus,5 - 10,33,42,45
male,group B,high school,standard,completed,married,never,no,1.0,private,< 5,81,83,82
female,group D,bachelor's degree,standard,completed,single,never,no,2.0,school_bus,< 5,82,97,93
female,unknown,high school,standard,completed,married,sometimes,no,4.0,school_bus,5 - 10,77,79,78
female,group E,some college,standard,none,married,regularly,no,2.0,private,< 5,73,78,79
female,group E,high school,standard,completed,married,sometimes,no,2.0,school_bus,< 5,82,77,82
female,group C,high school,free/reduced,none,married,sometimes,no,5.0,private,5 - 10,52,55,55
male,group B,unknown,standard,none,married,regularly,no,4.0,private,5 - 10,70,59,60
female,group A,high school,free/reduced,completed,married,never,no,1.0,school_bus,< 5,46,56,56
female,group C,some college,free/reduced,completed,divorced,sometimes,no,4.0,school_bus,5 - 10,47,50,58
male,group C,some high school,free/reduced,completed,married,regularly,no,0.0,school_bus,5 - 10,85,77,76
female,group E,some high school,standard,none,married,sometimes,no,1.0,private,< 5,78,78,80
female,group C,bachelor's degree,standard,completed,married,regularly,no,3.0,school_bus,< 5,72,75,79
female,group C,some college,standard,none,married,sometimes,no,3.0,school_bus,5 - 10,76,81,85
male,group C,some college,free/reduced,completed,divorced,regularly,no,1.0,private,5 - 10,63,70,73
female,group A,some college,standard,none,single,never,no,2.0,private,5 - 10,30,47,41
female,group D,associate's degree,standard,completed,married,sometimes,no,2.0,private,5 - 10,69,86,92
male,group C,some college,standard,none,widowed,sometimes,no,1.0,private,> 10,57,59,55
female,group A,some college,standard,completed,divorced,regularly,no,1.0,private,5 - 10,98,98,100
male,group E,some high school,standard,completed,divorced,sometimes,no,2.0,school_bus,< 5,75,82,71
male,group B,associate's degree,standard,none,married,regularly,no,4.0,school_bus,< 5,69,63,59
male,group D,high school,free/reduced,none,single,sometimes,no,1.0,school_bus,< 5,51,44,47
female,group C,some high school,standard,none,married,regularly,no,1.0,school_bus,< 5,33,41,44
male,group E,high school,free/reduced,none,married,regularly,no,2.0,unknown,> 10,56,58,52
female,group C,bachelor's degree,standard,none,married,sometimes,no,3.0,private,5 - 10,69,80,81
male,group B,bachelor's degree,standard,completed,married,sometimes,no,1.0,school_bus,> 10,89,80,76
male,group A,master's degree,free/reduced,none,married,sometimes,no,2.0,private,> 10,46,53,49
female,group D,some high school,free/reduced,none,married,sometimes,no,1.0,school_bus,< 5,46,49,47
female,group D,master's degree,standard,none,single,sometimes,no,1.0,school_bus,5 - 10,86,91,91
female,group C,high school,free/reduced,completed,single,regularly,no,1.0,private,5 - 10,56,76,70
female,unknown,some college,standard,none,single,sometimes,no,5.0,school_bus,< 5,67,67,66
male,group B,some college,free/reduced,completed,single,never,no,1.0,school_bus,5 - 10,78,75,76
female,group C,bachelor's degree,standard,completed,married,never,no,1.0,school_bus,5 - 10,64,73,74
male,group C,bachelor's degree,standard,completed,married,sometimes,no,1.0,school_bus,5 - 10,87,81,78
female,group C,associate's degree,standard,none,divorced,sometimes,no,4.0,private,> 10,72,85,76
female,group B,high school,standard,completed,married,never,no,3.0,unknown,< 5,60,78,83
female,group A,some high school,standard,none,married,sometimes,no,3.0,private,> 10,61,73,68
male,group C,bachelor's degree,standard,completed,single,regularly,no,1.0,private,< 5,84,87,87
female,group C,associate's degree,standard,none,married,regularly,no,1.0,school_bus,> 10,61,67,71
male,group A,some college,standard,completed,married,sometimes,no,2.0,unknown,> 10,78,80,75
female,group E,some high school,free/reduced,none,married,regularly,no,1.0,private,> 10,92,90,86
male,group D,high school,standard,completed,married,regularly,no,1.0,school_bus,< 5,78,77,78
female,group B,bachelor's degree,free/reduced,completed,divorced,sometimes,no,5.0,school_bus,< 5,65,90,91
female,group C,bachelor's degree,free/reduced,none,divorced,sometimes,no,1.0,private,5 - 10,48,45,56
male,group D,some high school,standard,none,married,regularly,no,2.0,school_bus,< 5,53,51,52
female,group B,some college,standard,none,unknown,regularly,no,1.0,school_bus,5 - 10,49,62,61
female,unknown,bachelor's degree,standard,none,divorced,never,no,5.0,school_bus,5 - 10,67,89,85
female,group B,some college,standard,completed,single,regularly,no,1.0,private,5 - 10,77,78,82
male,group E,some high school,standard,completed,unknown,regularly,no,1.0,school_bus,< 5,65,66,61
male,group D,master's degree,standard,none,married,sometimes,no,1.0,private,5 - 10,75,71,69
female,group E,some college,standard,none,married,never,no,3.0,private,5 - 10,82,87,82
male,group B,master's degree,free/reduced,none,married,sometimes,no,5.0,private,5 - 10,51,57,54
female,unknown,high school,standard,none,single,sometimes,no,3.0,school_bus,5 - 10,64,65,64
male,group A,some college,standard,completed,divorced,sometimes,no,2.0,private,5 - 10,61,53,58
female,group D,some high school,standard,none,single,never,no,2.0,school_bus,< 5,74,68,72
male,group E,unknown,standard,none,divorced,regularly,no,4.0,school_bus,5 - 10,91,85,73
male,group C,some high school,free/reduced,completed,unknown,sometimes,no,4.0,private,5 - 10,45,53,42
male,group C,associate's degree,standard,none,unknown,never,no,2.0,private,5 - 10,59,54,50
female,group E,high school,free/reduced,completed,single,sometimes,no,2.0,private,5 - 10,65,80,73
male,group D,some college,standard,none,married,sometimes,no,2.0,private,5 - 10,88,90,90
female,unknown,some college,standard,none,married,regularly,no,3.0,school_bus,< 5,68,87,78
male,group D,high school,standard,none,divorced,never,no,1.0,school_bus,5 - 10,76,76,67
male,unknown,associate's degree,free/reduced,none,married,regularly,no,5.0,school_bus,5 - 10,37,36,32
female,group D,bachelor's degree,free/reduced,completed,divorced,sometimes,no,4.0,school_bus,> 10,56,74,78
female,group E,some college,standard,none,single,never,no,3.0,school_bus,> 10,57,66,62
male,unknown,unknown,free/reduced,none,married,regularly,no,2.0,private,5 - 10,55,62,54
male,group D,some college,free/reduced,completed,married,sometimes,no,4.0,school_bus,5 - 10,70,80,76
female,group D,associate's degree,standard,completed,single,never,no,1.0,school_bus,> 10,58,72,75
female,group D,some high school,standard,completed,divorced,regularly,no,2.0,school_bus,< 5,72,82,88
male,group C,high school,free/reduced,completed,single,regularly,no,1.0,private,unknown,80,77,79
male,group B,some high school,free/reduced,completed,married,sometimes,no,1.0,school_bus,< 5,69,68,69
male,group D,some college,free/reduced,none,single,sometimes,no,1.0,school_bus,> 10,63,63,57
female,group B,high school,standard,none,unknown,sometimes,no,2.0,private,< 5,56,60,64
female,group B,some college,standard,completed,married,sometimes,no,3.0,school_bus,5 - 10,81,95,100
female,group B,some high school,standard,none,married,sometimes,no,5.0,unknown,> 10,46,56,52
female,group C,bachelor's degree,free/reduced,completed,married,regularly,no,4.0,school_bus,5 - 10,87,91,100
female,group B,bachelor's degree,standard,none,single,sometimes,no,4.0,private,5 - 10,53,65,68
female,unknown,high school,free/reduced,completed,divorced,regularly,no,2.0,private,5 - 10,79,97,93
female,group C,some high school,free/reduced,completed,married,sometimes,no,1.0,private,5 - 10,52,71,65
male,group E,some high school,standard,none,married,regularly,no,1.0,school_bus,5 - 10,85,78,70
male,group D,master's degree,standard,none,married,regularly,no,1.0,school_bus,5 - 10,85,77,83
male,group D,high school,free/reduced,completed,divorced,sometimes,no,1.0,school_bus,unknown,51,54,58
male,group B,some college,standard,none,unknown,never,no,3.0,private,5 - 10,38,42,38
male,group E,some college,free/reduced,completed,single,regularly,no,1.0,school_bus,5 - 10,62,44,48
female,group C,associate's degree,standard,completed,single,never,no,1.0,unknown,5 - 10,73,75,79
male,group B,some college,standard,none,single,regularly,no,1.0,school_bus,5 - 10,64,60,58
male,group C,associate's degree,free/reduced,none,married,never,no,3.0,unknown,5 - 10,48,54,55
female,group E,some college,free/reduced,none,unknown,sometimes,no,1.0,school_bus,5 - 10,30,32,26
female,group D,some high school,standard,none,married,sometimes,no,1.0,school_bus,5 - 10,75,83,77
male,unknown,some college,free/reduced,none,married,sometimes,no,3.0,private,> 10,59,52,48
male,group C,associate's degree,standard,none,divorced,regularly,no,5.0,school_bus,< 5,95,85,84
female,group A,bachelor's degree,free/reduced,none,married,never,no,1.0,school_bus,> 10,46,63,56
male,group A,high school,free/reduced,none,married,sometimes,no,1.0,school_bus,5 - 10,58,68,61
female,group B,some college,standard,none,single,regularly,no,0.0,school_bus,< 5,50,66,65
female,group D,unknown,free/reduced,none,married,regularly,no,2.0,school_bus,< 5,54,64,64
male,group E,bachelor's degree,free/reduced,completed,single,never,no,3.0,private,unknown,60,64,67
male,group C,some college,standard,completed,divorced,regularly,no,1.0,school_bus,> 10,84,80,83
female,group B,master's degree,standard,none,married,sometimes,no,1.0,private,< 5,77,88,88
male,group C,high school,free/reduced,none,married,never,no,1.0,school_bus,5 - 10,69,69,68
female,group D,some college,standard,none,married,sometimes,no,2.0,school_bus,> 10,77,80,75
female,group B,some college,standard,none,married,regularly,no,2.0,private,5 - 10,81,87,92
male,group D,some high school,standard,completed,married,sometimes,no,1.0,school_bus,5 - 10,71,66,66
male,group B,some college,standard,completed,married,never,no,4.0,school_bus,< 5,77,76,79
female,group E,bachelor's degree,free/reduced,none,divorced,regularly,no,1.0,school_bus,< 5,67,75,76
male,group C,some high school,free/reduced,completed,married,regularly,no,2.0,school_bus,5 - 10,67,57,62
male,group E,high school,free/reduced,completed,single,regularly,no,1.0,private,> 10,67,73,72
female,group C,associate's degree,free/reduced,completed,single,sometimes,no,1.0,private,> 10,69,79,81
female,group D,some college,standard,completed,unknown,sometimes,no,3.0,school_bus,> 10,44,60,64
female,group C,high school,free/reduced,completed,single,sometimes,no,1.0,private,5 - 10,68,81,84
male,group C,master's degree,standard,completed,married,sometimes,no,2.0,school_bus,5 - 10,74,86,83
female,group A,bachelor's degree,standard,none,single,sometimes,no,2.0,school_bus,5 - 10,60,66,65
male,group D,master's degree,standard,completed,married,never,no,1.0,school_bus,5 - 10,96,99,99
female,group B,some college,free/reduced,completed,divorced,regularly,no,3.0,private,< 5,43,68,63
female,group E,high school,standard,none,divorced,regularly,no,1.0,unknown,5 - 10,82,84,82
male,group B,bachelor's degree,free/reduced,none,single,sometimes,no,2.0,school_bus,5 - 10,40,33,41
female,group A,associate's degree,free/reduced,completed,married,sometimes,no,2.0,unknown,< 5,53,61,61
female,group C,unknown,free/reduced,completed,divorced,sometimes,no,1.0,school_bus,< 5,67,76,78
male,group E,some college,free/reduced,none,single,regularly,no,2.0,private,< 5,55,58,57
male,group E,associate's degree,standard,none,married,sometimes,no,2.0,private,unknown,90,82,74
male,group D,some high school,standard,none,married,sometimes,no,2.0,school_bus,< 5,61,55,53
female,group D,some high school,standard,none,married,regularly,no,5.0,private,< 5,78,88,88
male,group E,some college,standard,completed,single,regularly,no,3.0,private,5 - 10,98,91,87
male,group A,high school,free/reduced,none,widowed,never,no,2.0,school_bus,5 - 10,45,50,39
female,group B,associate's degree,free/reduced,completed,married,sometimes,no,1.0,school_bus,5 - 10,60,68,81
female,group C,bachelor's degree,standard,completed,married,sometimes,no,1.0,school_bus,unknown,65,79,84
male,group D,master's degree,free/reduced,none,single,never,no,2.0,private,> 10,60,55,57
female,group B,some high school,standard,completed,married,sometimes,no,2.0,private,< 5,80,92,93
female,group C,some college,free/reduced,none,married,regularly,no,2.0,school_bus,5 - 10,63,74,74
male,group B,some college,free/reduced,none,married,never,no,1.0,unknown,> 10,43,49,38
female,group C,some college,free/reduced,none,married,sometimes,no,2.0,school_bus,5 - 10,46,55,57
male,group D,high school,free/reduced,none,divorced,sometimes,no,3.0,school_bus,5 - 10,60,65,59
male,group C,some high school,standard,none,married,sometimes,no,1.0,school_bus,5 - 10,60,51,50
male,group B,high school,standard,none,divorced,regularly,no,3.0,private,5 - 10,88,82,68
male,group B,high school,standard,completed,married,sometimes,no,0.0,school_bus,> 10,84,98,92
male,unknown,associate's degree,free/reduced,none,married,sometimes,no,4.0,school_bus,5 - 10,42,55,51
male,group D,some college,free/reduced,none,married,sometimes,no,1.0,school_bus,5 - 10,72,74,67
male,group C,some college,standard,completed,married,sometimes,no,1.0,private,< 5,54,39,41
male,group E,some college,free/reduced,completed,married,regularly,no,2.0,private,< 5,68,55,65
male,group C,master's degree,free/reduced,completed,single,sometimes,no,1.0,unknown,5 - 10,79,82,80
male,group C,associate's degree,free/reduced,completed,single,sometimes,no,2.0,private,> 10,72,71,72
male,group B,associate's degree,free/reduced,completed,married,sometimes,no,2.0,school_bus,< 5,87,83,83
male,group D,unknown,free/reduced,completed,divorced,regularly,no,3.0,school_bus,> 10,53,62,56
male,group C,associate's degree,standard,none,married,sometimes,no,0.0,school_bus,5 - 10,44,56,49
male,group E,bachelor's degree,free/reduced,completed,married,regularly,no,2.0,private,< 5,71,68,69
female,group C,some college,free/reduced,none,divorced,sometimes,no,3.0,school_bus,5 - 10,63,71,74
male,group C,bachelor's degree,standard,none,married,sometimes,no,0.0,school_bus,< 5,73,78,79
female,group D,some college,free/reduced,none,married,regularly,no,1.0,private,< 5,70,75,77
male,group D,master's degree,standard,none,married,never,no,3.0,private,> 10,94,91,91
female,group D,some college,free/reduced,completed,single,sometimes,no,1.0,school_bus,5 - 10,42,63,63
female,group A,some college,standard,completed,married,sometimes,no,3.0,school_bus,5 - 10,79,90,88
female,group D,associate's degree,free/reduced,completed,married,never,no,1.0,school_bus,5 - 10,62,75,75
female,group C,high school,standard,none,married,sometimes,no,2.0,private,> 10,59,59,62
female,group C,associate's degree,free/reduced,none,married,never,no,2.0,school_bus,> 10,61,70,74
male,group C,some college,standard,none,married,regularly,no,2.0,school_bus,5 - 10,85,80,72
male,group B,some high school,free/reduced,none,single,regularly,no,1.0,school_bus,< 5,46,53,46
male,group C,some college,standard,completed,divorced,sometimes,no,5.0,private,5 - 10,69,61,67
female,group C,some high school,standard,completed,married,sometimes,no,1.0,school_bus,5 - 10,75,85,81
male,group C,associate's degree,standard,completed,married,sometimes,no,2.0,school_bus,5 - 10,85,88,86
female,group A,associate's degree,standard,none,widowed,sometimes,no,1.0,school_bus,unknown,83,100,97
female,group E,associate's degree,free/reduced,none,divorced,sometimes,no,1.0,school_bus,5 - 10,65,72,66
female,group B,master's degree,standard,completed,single,never,no,0.0,private,5 - 10,88,93,97
male,group C,some college,standard,none,married,sometimes,no,0.0,unknown,> 10,83,73,65
male,group B,some high school,standard,none,married,sometimes,no,2.0,private,5 - 10,94,87,82
female,group C,associate's degree,free/reduced,none,married,regularly,no,4.0,school_bus,5 - 10,64,90,86
male,group C,some high school,free/reduced,none,married,regularly,no,1.0,private,5 - 10,84,70,69
male,group B,some college,free/reduced,completed,married,sometimes,no,4.0,school_bus,< 5,64,68,74
male,group D,some high school,standard,none,divorced,sometimes,no,4.0,private,5 - 10,80,54,59
female,group E,associate's degree,standard,none,divorced,regularly,no,1.0,unknown,5 - 10,79,95,87
female,group D,unknown,standard,none,married,regularly,no,0.0,school_bus,5 - 10,43,50,57
male,group D,high school,standard,completed,divorced,regularly,no,2.0,private,> 10,82,82,76
male,group E,some high school,standard,completed,married,regularly,no,1.0,private,5 - 10,89,74,74
female,group C,some high school,standard,completed,single,sometimes,no,0.0,school_bus,< 5,75,82,83
female,group B,some high school,free/reduced,completed,married,sometimes,no,3.0,private,5 - 10,55,69,74
female,group B,unknown,standard,none,married,sometimes,no,1.0,private,5 - 10,49,51,50
male,group E,master's degree,free/reduced,none,single,sometimes,no,4.0,unknown,< 5,52,33,37
male,group B,high school,free/reduced,completed,married,regularly,no,2.0,school_bus,5 - 10,63,77,66
male,group D,bachelor's degree,standard,completed,married,regularly,no,0.0,school_bus,> 10,80,67,71
male,group C,associate's degree,standard,none,married,sometimes,no,2.0,private,< 5,79,83,81
female,group C,bachelor's degree,standard,none,single,sometimes,no,2.0,school_bus,< 5,76,73,66
female,group D,high school,standard,completed,married,regularly,no,2.0,school_bus,> 10,77,82,96
female,unknown,some high school,free/reduced,none,married,regularly,no,3.0,private,< 5,36,48,46
female,group D,bachelor's degree,standard,none,married,never,no,1.0,school_bus,< 5,46,51,52
female,group B,associate's degree,standard,completed,single,regularly,no,2.0,school_bus,< 5,54,65,71
female,unknown,some high school,standard,completed,married,sometimes,no,2.0,unknown,> 10,71,80,81
male,group E,high school,free/reduced,completed,married,regularly,no,5.0,school_bus,unknown,66,68,60
female,group C,some high school,standard,none,single,sometimes,no,3.0,private,5 - 10,51,58,55
female,group C,some college,standard,none,single,never,no,1.0,school_bus,unknown,73,77,78
female,group C,some high school,free/reduced,none,married,sometimes,no,2.0,school_bus,5 - 10,60,67,68
female,group D,some high school,standard,none,married,sometimes,no,4.0,private,< 5,88,87,89
female,group C,high school,standard,completed,married,sometimes,no,1.0,private,< 5,70,86,81
female,group E,master's degree,standard,none,divorced,never,no,4.0,private,< 5,94,97,95
female,group C,some college,standard,completed,single,sometimes,no,0.0,school_bus,< 5,82,93,90
female,group C,some college,standard,none,single,never,no,4.0,school_bus,> 10,58,75,74
female,group B,high school,standard,none,married,regularly,no,2.0,school_bus,5 - 10,58,66,62
female,group A,some high school,standard,completed,married,regularly,no,1.0,private,< 5,57,67,65
female,group C,some college,standard,none,married,sometimes,no,1.0,private,< 5,76,77,83
female,group C,associate's degree,standard,none,married,regularly,no,2.0,private,5 - 10,54,69,63
female,group B,some high school,standard,completed,married,regularly,no,1.0,private,> 10,85,91,95
male,group B,some college,standard,completed,divorced,regularly,no,4.0,private,5 - 10,64,53,58
female,group C,high school,standard,none,married,sometimes,no,5.0,private,> 10,57,69,67
male,group A,high school,standard,none,married,regularly,no,1.0,school_bus,5 - 10,80,70,60
female,group D,high school,standard,none,single,sometimes,no,3.0,school_bus,5 - 10,59,69,68
female,unknown,associate's degree,free/reduced,completed,single,never,no,3.0,private,< 5,66,84,78
female,group D,some college,free/reduced,none,married,sometimes,no,3.0,private,> 10,64,77,69
female,group B,high school,free/reduced,completed,divorced,sometimes,no,1.0,unknown,5 - 10,51,72,70
female,group B,associate's degree,standard,none,married,sometimes,no,1.0,school_bus,> 10,72,83,77
female,group C,some college,free/reduced,none,single,sometimes,no,3.0,school_bus,> 10,54,63,64
female,group D,unknown,free/reduced,none,single,sometimes,no,0.0,private,5 - 10,51,58,59
male,group D,some college,standard,completed,married,regularly,no,1.0,private,5 - 10,85,73,74
female,group E,high school,standard,completed,single,sometimes,no,2.0,private,< 5,80,90,89
male,group C,associate's degree,standard,completed,single,sometimes,no,2.0,private,5 - 10,77,74,77
female,group B,bachelor's degree,standard,none,married,sometimes,no,0.0,school_bus,> 10,55,54,60
male,unknown,bachelor's degree,standard,completed,divorced,never,no,1.0,school_bus,unknown,87,84,80
male,group C,high school,standard,none,married,sometimes,no,1.0,school_bus,5 - 10,73,72,61
female,group C,master's degree,standard,none,unknown,sometimes,no,1.0,private,5 - 10,68,76,75
female,group D,associate's degree,standard,completed,divorced,sometimes,no,2.0,private,< 5,96,98,98
female,group C,master's degree,standard,completed,divorced,sometimes,no,4.0,school_bus,< 5,63,74,71
female,group D,some high school,free/reduced,none,single,regularly,no,1.0,private,5 - 10,57,68,64
male,group C,some college,free/reduced,none,married,regularly,no,3.0,unknown,> 10,65,56,55
male,group D,unknown,standard,none,married,regularly,no,1.0,school_bus,< 5,66,60,59
male,group E,some college,standard,completed,married,sometimes,no,1.0,school_bus,< 5,75,63,59
female,unknown,some college,standard,completed,married,regularly,no,2.0,school_bus,< 5,68,87,88
female,group D,some high school,free/reduced,none,married,regularly,no,2.0,school_bus,< 5,46,52,53
male,group D,some college,standard,none,married,regularly,no,4.0,school_bus,< 5,73,69,68
female,group B,some high school,standard,none,single,never,no,0.0,unknown,5 - 10,45,57,49
male,unknown,bachelor's degree,standard,none,single,regularly,no,3.0,school_bus,< 5,85,86,80
male,group E,high school,standard,completed,single,sometimes,no,2.0,private,5 - 10,96,97,90
female,group E,some high school,standard,completed,single,sometimes,no,2.0,private,5 - 10,56,68,71
male,group A,some high school,free/reduced,none,married,never,no,2.0,private,< 5,68,63,57
male,group B,unknown,standard,none,married,regularly,no,2.0,unknown,unknown,50,46,43
female,group C,associate's degree,free/reduced,completed,married,regularly,no,1.0,school_bus,< 5,68,82,79
female,group C,some high school,standard,none,divorced,regularly,no,3.0,unknown,unknown,31,40,37
male,group C,bachelor's degree,standard,none,married,sometimes,no,1.0,private,5 - 10,66,57,57
female,group C,master's degree,free/reduced,completed,single,sometimes,no,3.0,school_bus,5 - 10,69,85,86
female,group C,high school,standard,none,married,sometimes,no,2.0,school_bus,> 10,49,64,61
female,unknown,high school,standard,completed,married,regularly,no,3.0,private,> 10,79,78,83
male,group C,some high school,free/reduced,none,single,sometimes,no,1.0,school_bus,5 - 10,61,54,48
female,group C,master's degree,standard,completed,married,sometimes,no,2.0,private,5 - 10,52,64,63
male,group E,bachelor's degree,standard,none,married,sometimes,no,1.0,school_bus,5 - 10,100,78,83
female,group E,bachelor's degree,standard,completed,single,sometimes,no,1.0,school_bus,5 - 10,53,60,61
female,group C,high school,free/reduced,completed,married,sometimes,no,2.0,private,< 5,48,65,63
female,group C,some college,standard,none,married,never,no,5.0,school_bus,> 10,50,58,55
male,group C,associate's degree,free/reduced,none,single,sometimes,no,0.0,private,unknown,60,58,59
female,group E,some college,free/reduced,none,married,sometimes,no,1.0,school_bus,5 - 10,70,76,75
female,unknown,high school,free/reduced,completed,divorced,regularly,no,2.0,school_bus,< 5,42,56,62
male,group B,some high school,free/reduced,completed,unknown,never,no,1.0,school_bus,5 - 10,56,55,49
female,group C,high school,free/reduced,none,single,regularly,no,2.0,school_bus,> 10,43,56,54
male,group B,some college,standard,none,divorced,sometimes,no,1.0,school_bus,5 - 10,71,72,65
male,group C,some high school,standard,none,married,regularly,no,2.0,school_bus,5 - 10,63,50,44
